Size,Cost
10000,0.416232s
10000,0.392251s
10000,0.438935s
10000,0.404926s
10000,0.492939s
10000,0.413657s
10000,0.395941s
10000,0.407351s
10000,0.456277s
10000,0.409234s
10000,0.413047s
10000,0.393859s
10000,0.402064s
10000,0.392344s
10000,0.388053s
10000,0.396077s
10000,0.390777s
10000,0.41633s
10000,0.398953s
10000,0.396173s
Size,Cost
20000,1.51944s
20000,1.69828s
20000,1.58127s
20000,1.55884s
20000,1.50418s
20000,1.61602s
20000,1.69257s
20000,1.67131s
20000,1.74576s
20000,1.74075s
20000,1.58113s
20000,1.63052s
20000,1.77775s
20000,1.71839s
20000,1.72636s
20000,1.68327s
20000,1.68632s
20000,1.81777s
20000,1.71867s
20000,1.66313s
Size,Cost
30000,3.93193s
30000,3.7277s
30000,3.79036s
30000,3.75662s
30000,3.8382s
30000,3.71081s
30000,3.72674s
30000,3.92157s
30000,3.88689s
30000,3.81084s
30000,3.76804s
30000,3.73753s
30000,3.69227s
30000,3.82945s
30000,3.97933s
30000,3.88367s
30000,3.88754s
30000,3.78943s
30000,3.66189s
30000,3.56879s
Size,Cost
40000,6.47646s
40000,6.98005s
40000,6.04079s
40000,6.68182s
40000,6.71314s
40000,6.59333s
40000,6.24313s
40000,6.4088s
40000,6.32081s
40000,6.56883s
40000,7.53001s
40000,6.29276s
40000,6.63578s
40000,6.92241s
40000,6.44949s
40000,6.10497s
40000,6.86834s
40000,6.87947s
40000,6.75s
40000,6.74432s
Size,Cost
50000,11.1654s
50000,10.0216s
50000,10.2083s
50000,10.0099s
50000,10.8356s
50000,10.7634s
50000,10.5772s
50000,11.137s
50000,10.0706s
50000,10.243s
50000,10.5029s
50000,10.2485s
50000,10.1473s
50000,10.461s
50000,9.918s
50000,9.94509s
50000,10.3406s
50000,10.1826s
50000,10.2878s
50000,10.4353s
Size,Cost
100,6.9e-05s
100,7.1e-05s
100,6.2e-05s
100,7.4e-05s
100,8.3e-05s
100,0.0001s
100,7.3e-05s
100,7e-05s
100,8.9e-05s
100,8.8e-05s
100,8.3e-05s
100,8.3e-05s
100,9.4e-05s
100,8.3e-05s
100,8.3e-05s
100,9e-05s
100,9.2e-05s
100,8.8e-05s
100,8.4e-05s
100,9e-05s
Size,Cost
1000,0.003651s
1000,0.003555s
1000,0.003816s
1000,0.004426s
1000,0.003726s
1000,0.003592s
1000,0.004406s
1000,0.003659s
1000,0.003818s
1000,0.003783s
1000,0.004588s
1000,0.00455s
1000,0.004644s
1000,0.004167s
1000,0.004265s
1000,0.003618s
1000,0.00403s
1000,0.004205s
1000,0.004147s
1000,0.004429s
Size,Cost
10000,0.367154s
10000,0.372746s
10000,0.395206s
10000,0.36795s
10000,0.394298s
10000,0.393211s
10000,0.37493s
10000,0.361812s
10000,0.360992s
10000,0.382034s
10000,0.37381s
10000,0.364191s
10000,0.372181s
10000,0.39314s
10000,0.402896s
10000,0.390103s
10000,0.371662s
10000,0.36776s
10000,0.379905s
10000,0.374215s
Size,Cost
100000,41.3899s
100000,41.2211s
100000,41.5035s
100000,41.5416s
100000,41.2152s
100000,40.1507s
100000,41.0377s
100000,40.0265s
100000,42.9212s
100000,40.6149s
100000,39.9521s
100000,41.1086s
100000,41.7748s
100000,39.8618s
100000,38.4546s
100000,40.9021s
100000,40.474s
100000,39.8313s
100000,40.9483s
100000,42.7882s
Size,Cost
10000,0.416232s
10000,0.392251s
10000,0.438935s
10000,0.404926s
10000,0.492939s
10000,0.413657s
10000,0.395941s
10000,0.407351s
10000,0.456277s
10000,0.409234s
10000,0.413047s
10000,0.393859s
10000,0.402064s
10000,0.392344s
10000,0.388053s
10000,0.396077s
10000,0.390777s
10000,0.41633s
10000,0.398953s
10000,0.396173s
Size,Cost
20000,1.51944s
20000,1.69828s
20000,1.58127s
20000,1.55884s
20000,1.50418s
20000,1.61602s
20000,1.69257s
20000,1.67131s
20000,1.74576s
20000,1.74075s
20000,1.58113s
20000,1.63052s
20000,1.77775s
20000,1.71839s
20000,1.72636s
20000,1.68327s
20000,1.68632s
20000,1.81777s
20000,1.71867s
20000,1.66313s
Size,Cost
30000,3.93193s
30000,3.7277s
30000,3.79036s
30000,3.75662s
30000,3.8382s
30000,3.71081s
30000,3.72674s
30000,3.92157s
30000,3.88689s
30000,3.81084s
30000,3.76804s
30000,3.73753s
30000,3.69227s
30000,3.82945s
30000,3.97933s
30000,3.88367s
30000,3.88754s
30000,3.78943s
30000,3.66189s
30000,3.56879s
Size,Cost
40000,6.47646s
40000,6.98005s
40000,6.04079s
40000,6.68182s
40000,6.71314s
40000,6.59333s
40000,6.24313s
40000,6.4088s
40000,6.32081s
40000,6.56883s
40000,7.53001s
40000,6.29276s
40000,6.63578s
40000,6.92241s
40000,6.44949s
40000,6.10497s
40000,6.86834s
40000,6.87947s
40000,6.75s
40000,6.74432s
Size,Cost
50000,11.1654s
50000,10.0216s
50000,10.2083s
50000,10.0099s
50000,10.8356s
50000,10.7634s
50000,10.5772s
50000,11.137s
50000,10.0706s
50000,10.243s
50000,10.5029s
50000,10.2485s
50000,10.1473s
50000,10.461s
50000,9.918s
50000,9.94509s
50000,10.3406s
50000,10.1826s
50000,10.2878s
50000,10.4353s
Size,Cost
100,6.9e-05s
100,7.1e-05s
100,6.2e-05s
100,7.4e-05s
100,8.3e-05s
100,0.0001s
100,7.3e-05s
100,7e-05s
100,8.9e-05s
100,8.8e-05s
100,8.3e-05s
100,8.3e-05s
100,9.4e-05s
100,8.3e-05s
100,8.3e-05s
100,9e-05s
100,9.2e-05s
100,8.8e-05s
100,8.4e-05s
100,9e-05s
Size,Cost
1000,0.003651s
1000,0.003555s
1000,0.003816s
1000,0.004426s
1000,0.003726s
1000,0.003592s
1000,0.004406s
1000,0.003659s
1000,0.003818s
1000,0.003783s
1000,0.004588s
1000,0.00455s
1000,0.004644s
1000,0.004167s
1000,0.004265s
1000,0.003618s
1000,0.00403s
1000,0.004205s
1000,0.004147s
1000,0.004429s
Size,Cost
10000,0.367154s
10000,0.372746s
10000,0.395206s
10000,0.36795s
10000,0.394298s
10000,0.393211s
10000,0.37493s
10000,0.361812s
10000,0.360992s
10000,0.382034s
10000,0.37381s
10000,0.364191s
10000,0.372181s
10000,0.39314s
10000,0.402896s
10000,0.390103s
10000,0.371662s
10000,0.36776s
10000,0.379905s
10000,0.374215s
Size,Cost
100000,41.3899s
100000,41.2211s
100000,41.5035s
100000,41.5416s
100000,41.2152s
100000,40.1507s
100000,41.0377s
100000,40.0265s
100000,42.9212s
100000,40.6149s
100000,39.9521s
100000,41.1086s
100000,41.7748s
100000,39.8618s
100000,38.4546s
100000,40.9021s
100000,40.474s
100000,39.8313s
100000,40.9483s
100000,42.7882s
