Size,Cost
10000,0.849186s
10000,0.808544s
10000,0.807228s
10000,0.853349s
10000,0.805461s
10000,0.81427s
10000,0.797648s
10000,0.876586s
10000,0.885535s
10000,0.930331s
10000,0.900703s
10000,0.860534s
10000,0.873414s
10000,0.86456s
10000,1.12139s
10000,1.16658s
10000,0.904384s
10000,0.906967s
10000,0.909381s
10000,0.867761s
Size,Cost
20000,3.4623s
20000,3.42989s
20000,3.48965s
20000,3.4228s
20000,3.45201s
20000,3.53528s
20000,3.4852s
20000,3.63881s
20000,3.56886s
20000,3.64956s
20000,3.46402s
20000,3.36579s
20000,3.31277s
20000,3.59989s
20000,3.73164s
20000,3.60688s
20000,3.54632s
20000,3.6445s
20000,3.60154s
20000,3.46087s
Size,Cost
30000,7.83858s
30000,8.18014s
30000,8.19309s
30000,7.64163s
30000,7.63543s
30000,7.86096s
30000,7.71692s
30000,7.70563s
30000,7.67026s
30000,7.71254s
30000,7.70328s
30000,7.8079s
30000,8.57732s
30000,7.91466s
30000,7.7328s
30000,7.70372s
30000,7.78478s
30000,8.57229s
30000,7.64965s
30000,7.90662s
Size,Cost
40000,15.4056s
40000,13.8086s
40000,13.5893s
40000,14.4118s
40000,14.0285s
40000,14.7739s
40000,14.5798s
40000,14.7843s
40000,14.6759s
40000,14.7087s
40000,13.9864s
40000,14.2034s
40000,13.9512s
40000,13.6343s
40000,13.6166s
40000,14.3731s
40000,14.7864s
40000,14.1637s
40000,14.3235s
40000,14.0157s
Size,Cost
50000,22.4543s
50000,22.1621s
50000,22.5137s
50000,23.0554s
50000,22.4741s
50000,21.3005s
50000,21.48s
50000,21.9252s
50000,22.2378s
50000,21.8737s
50000,22.0798s
50000,21.4547s
50000,21.8997s
50000,22.6653s
50000,21.864s
50000,22.1992s
50000,22.129s
50000,22.0126s
50000,22.5224s
50000,21.5636s
Size,Cost
100,9.9e-05s
100,0.000106s
100,9.7e-05s
100,9.4e-05s
100,9.7e-05s
100,0.000113s
100,0.000116s
100,9.7e-05s
100,0.000113s
100,9.3e-05s
