Size,Cost
10000,0.001424s
10000,0.001417s
10000,0.001451s
10000,0.001429s
10000,0.00147s
10000,0.00146s
10000,0.001405s
10000,0.001495s
10000,0.001453s
10000,0.001406s
10000,0.001482s
10000,0.001444s
10000,0.001417s
10000,0.001405s
10000,0.001504s
10000,0.001525s
10000,0.001605s
10000,0.001424s
10000,0.001562s
10000,0.001486s
Size,Cost
20000,0.003476s
20000,0.003847s
20000,0.003832s
20000,0.003809s
20000,0.003835s
20000,0.003873s
20000,0.003909s
20000,0.00387s
20000,0.003843s
20000,0.003825s
20000,0.003907s
20000,0.003817s
20000,0.003935s
20000,0.003872s
20000,0.003901s
20000,0.003893s
20000,0.003535s
20000,0.00308s
20000,0.003006s
20000,0.003148s
Size,Cost
30000,0.004698s
30000,0.004981s
30000,0.00455s
30000,0.004693s
30000,0.004849s
30000,0.005259s
30000,0.004668s
30000,0.004806s
30000,0.004775s
30000,0.004914s
30000,0.004825s
30000,0.004793s
30000,0.004748s
30000,0.004601s
30000,0.004802s
30000,0.00465s
30000,0.00459s
30000,0.004715s
30000,0.004846s
30000,0.004686s
Size,Cost
40000,0.007263s
40000,0.00743s
40000,0.006577s
40000,0.007124s
40000,0.00718s
40000,0.00747s
40000,0.006912s
40000,0.007241s
40000,0.007086s
40000,0.007339s
40000,0.006954s
40000,0.007353s
40000,0.006916s
40000,0.007089s
40000,0.0068s
40000,0.006909s
40000,0.007317s
40000,0.007117s
40000,0.007051s
40000,0.006846s
Size,Cost
50000,0.009214s
50000,0.009348s
50000,0.009448s
50000,0.009106s
50000,0.008286s
50000,0.008651s
50000,0.009101s
50000,0.008408s
50000,0.008911s
50000,0.008661s
50000,0.009296s
50000,0.008969s
50000,0.009143s
50000,0.008452s
50000,0.008471s
50000,0.008479s
50000,0.008112s
50000,0.008433s
50000,0.008795s
50000,0.008228s
Size,Cost
100,3.6e-05s
100,3.1e-05s
100,3.5e-05s
100,3.2e-05s
100,4e-05s
100,3.1e-05s
100,3.6e-05s
100,3.9e-05s
100,3.5e-05s
100,3.4e-05s
100,3.7e-05s
100,3.9e-05s
100,3.2e-05s
100,3.5e-05s
100,3.3e-05s
100,3.3e-05s
100,3.3e-05s
100,4.6e-05s
100,2.7e-05s
100,4e-05s
Size,Cost
1000,0.000175s
1000,0.000182s
1000,0.000166s
1000,0.000171s
1000,0.000177s
1000,0.000165s
1000,0.000184s
1000,0.000174s
1000,0.000175s
1000,0.000168s
1000,0.000176s
1000,0.000171s
1000,0.000171s
1000,0.000167s
1000,0.000185s
1000,0.000176s
1000,0.000182s
1000,0.000182s
1000,0.000174s
1000,0.000176s
Size,Cost
10000,0.001441s
10000,0.001419s
10000,0.00141s
10000,0.001412s
10000,0.001398s
10000,0.001385s
10000,0.001478s
10000,0.001411s
10000,0.001412s
10000,0.001394s
10000,0.001405s
10000,0.001388s
10000,0.001409s
10000,0.001411s
10000,0.001399s
10000,0.001432s
10000,0.001394s
10000,0.001421s
10000,0.001419s
10000,0.001415s
Size,Cost
100000,0.017397s
100000,0.017689s
100000,0.01788s
100000,0.018995s
100000,0.019371s
100000,0.019372s
100000,0.019787s
100000,0.018292s
100000,0.019623s
100000,0.019497s
100000,0.018302s
100000,0.019058s
100000,0.017725s
100000,0.018744s
100000,0.018065s
100000,0.017835s
100000,0.017826s
100000,0.018187s
100000,0.018641s
100000,0.01803s
Size,Cost
10000,0.001424s
10000,0.001417s
10000,0.001451s
10000,0.001429s
10000,0.00147s
10000,0.00146s
10000,0.001405s
10000,0.001495s
10000,0.001453s
10000,0.001406s
10000,0.001482s
10000,0.001444s
10000,0.001417s
10000,0.001405s
10000,0.001504s
10000,0.001525s
10000,0.001605s
10000,0.001424s
10000,0.001562s
10000,0.001486s
Size,Cost
20000,0.003476s
20000,0.003847s
20000,0.003832s
20000,0.003809s
20000,0.003835s
20000,0.003873s
20000,0.003909s
20000,0.00387s
20000,0.003843s
20000,0.003825s
20000,0.003907s
20000,0.003817s
20000,0.003935s
20000,0.003872s
20000,0.003901s
20000,0.003893s
20000,0.003535s
20000,0.00308s
20000,0.003006s
20000,0.003148s
Size,Cost
30000,0.004698s
30000,0.004981s
30000,0.00455s
30000,0.004693s
30000,0.004849s
30000,0.005259s
30000,0.004668s
30000,0.004806s
30000,0.004775s
30000,0.004914s
30000,0.004825s
30000,0.004793s
30000,0.004748s
30000,0.004601s
30000,0.004802s
30000,0.00465s
30000,0.00459s
30000,0.004715s
30000,0.004846s
30000,0.004686s
Size,Cost
40000,0.007263s
40000,0.00743s
40000,0.006577s
40000,0.007124s
40000,0.00718s
40000,0.00747s
40000,0.006912s
40000,0.007241s
40000,0.007086s
40000,0.007339s
40000,0.006954s
40000,0.007353s
40000,0.006916s
40000,0.007089s
40000,0.0068s
40000,0.006909s
40000,0.007317s
40000,0.007117s
40000,0.007051s
40000,0.006846s
Size,Cost
50000,0.009214s
50000,0.009348s
50000,0.009448s
50000,0.009106s
50000,0.008286s
50000,0.008651s
50000,0.009101s
50000,0.008408s
50000,0.008911s
50000,0.008661s
50000,0.009296s
50000,0.008969s
50000,0.009143s
50000,0.008452s
50000,0.008471s
50000,0.008479s
50000,0.008112s
50000,0.008433s
50000,0.008795s
50000,0.008228s
Size,Cost
100,3.6e-05s
100,3.1e-05s
100,3.5e-05s
100,3.2e-05s
100,4e-05s
100,3.1e-05s
100,3.6e-05s
100,3.9e-05s
100,3.5e-05s
100,3.4e-05s
100,3.7e-05s
100,3.9e-05s
100,3.2e-05s
100,3.5e-05s
100,3.3e-05s
100,3.3e-05s
100,3.3e-05s
100,4.6e-05s
100,2.7e-05s
100,4e-05s
Size,Cost
1000,0.000175s
1000,0.000182s
1000,0.000166s
1000,0.000171s
1000,0.000177s
1000,0.000165s
1000,0.000184s
1000,0.000174s
1000,0.000175s
1000,0.000168s
1000,0.000176s
1000,0.000171s
1000,0.000171s
1000,0.000167s
1000,0.000185s
1000,0.000176s
1000,0.000182s
1000,0.000182s
1000,0.000174s
1000,0.000176s
Size,Cost
10000,0.001441s
10000,0.001419s
10000,0.00141s
10000,0.001412s
10000,0.001398s
10000,0.001385s
10000,0.001478s
10000,0.001411s
10000,0.001412s
10000,0.001394s
10000,0.001405s
10000,0.001388s
10000,0.001409s
10000,0.001411s
10000,0.001399s
10000,0.001432s
10000,0.001394s
10000,0.001421s
10000,0.001419s
10000,0.001415s
Size,Cost
100000,0.017397s
100000,0.017689s
100000,0.01788s
100000,0.018995s
100000,0.019371s
100000,0.019372s
100000,0.019787s
100000,0.018292s
100000,0.019623s
100000,0.019497s
100000,0.018302s
100000,0.019058s
100000,0.017725s
100000,0.018744s
100000,0.018065s
100000,0.017835s
100000,0.017826s
100000,0.018187s
100000,0.018641s
100000,0.01803s
Size,Cost
1000000,0.217596s
1000000,0.218401s
1000000,0.220886s
1000000,0.222188s
1000000,0.21991s
1000000,0.215377s
1000000,0.22287s
1000000,0.212064s
1000000,0.211939s
1000000,0.204425s
1000000,0.209407s
1000000,0.202684s
1000000,0.207519s
1000000,0.211581s
1000000,0.206896s
1000000,0.220013s
1000000,0.210027s
1000000,0.209022s
1000000,0.203867s
