Size,Cost
10000,0.001925s
10000,0.0019s
10000,0.002441s
10000,0.002556s
10000,0.00215s
10000,0.001955s
10000,0.002081s
10000,0.002089s
10000,0.001897s
10000,0.002062s
10000,0.001922s
10000,0.00202s
10000,0.001872s
10000,0.002117s
10000,0.001865s
10000,0.002134s
10000,0.002233s
10000,0.002125s
10000,0.002141s
10000,0.002652s
Size,Cost
20000,0.004146s
20000,0.00513s
20000,0.005071s
20000,0.004561s
20000,0.005046s
20000,0.004619s
20000,0.004861s
20000,0.004964s
20000,0.004259s
20000,0.004371s
20000,0.004411s
20000,0.004358s
20000,0.004114s
20000,0.004491s
20000,0.004277s
20000,0.004537s
20000,0.00451s
20000,0.004328s
20000,0.004151s
20000,0.004238s
Size,Cost
30000,0.006643s
30000,0.006439s
30000,0.00652s
30000,0.006488s
30000,0.007134s
30000,0.007148s
30000,0.006694s
30000,0.00671s
30000,0.006418s
30000,0.006495s
30000,0.006398s
30000,0.00635s
30000,0.006614s
30000,0.006346s
30000,0.006434s
30000,0.006838s
30000,0.006597s
30000,0.006932s
30000,0.007016s
30000,0.006377s
Size,Cost
40000,0.011924s
40000,0.011341s
40000,0.011667s
40000,0.011427s
40000,0.011605s
40000,0.011567s
40000,0.011426s
40000,0.011419s
40000,0.011299s
40000,0.01108s
40000,0.01163s
40000,0.011601s
40000,0.011527s
40000,0.011363s
40000,0.011431s
40000,0.011586s
40000,0.011051s
40000,0.010745s
40000,0.009598s
40000,0.010147s
Size,Cost
50000,0.013421s
50000,0.013671s
50000,0.011617s
50000,0.011637s
50000,0.01155s
50000,0.011291s
50000,0.012974s
50000,0.011934s
50000,0.011591s
50000,0.011668s
50000,0.013328s
50000,0.011125s
50000,0.011857s
50000,0.011427s
50000,0.012787s
50000,0.011341s
50000,0.011006s
50000,0.014236s
50000,0.011587s
50000,0.010797s
Size,Cost
100,5.2e-05s
100,3.1e-05s
100,4.4e-05s
100,3e-05s
100,4.7e-05s
100,3.2e-05s
100,4.6e-05s
100,4.3e-05s
100,4.2e-05s
100,3.1e-05s
100,3.7e-05s
100,4.4e-05s
100,5.1e-05s
100,8.1e-05s
100,4.1e-05s
100,5.2e-05s
100,5.2e-05s
100,4.9e-05s
100,4.4e-05s
100,4.5e-05s
Size,Cost
1000,0.000178s
1000,0.000175s
1000,0.000162s
1000,0.000172s
1000,0.000161s
1000,0.000174s
1000,0.000213s
1000,0.000175s
1000,0.00017s
1000,0.000165s
1000,0.000178s
1000,0.000199s
1000,0.000188s
1000,0.000174s
1000,0.000173s
1000,0.000178s
1000,0.000182s
1000,0.000164s
1000,0.000175s
1000,0.000266s
Size,Cost
10000,0.002654s
10000,0.002638s
10000,0.002676s
10000,0.002629s
10000,0.002648s
10000,0.00264s
10000,0.002638s
10000,0.002621s
10000,0.002631s
10000,0.002629s
10000,0.00263s
10000,0.002652s
10000,0.002623s
10000,0.002612s
10000,0.002617s
10000,0.002632s
10000,0.002183s
10000,0.001848s
10000,0.001844s
10000,0.001867s
Size,Cost
100000,0.02474s
100000,0.025225s
100000,0.024061s
100000,0.026086s
100000,0.02784s
100000,0.026803s
100000,0.025946s
